team,season,total_snaps,yards_gained,touchdown,extra_point_attempt,field_goal_attempt,total_points,td_points,xp_points,fg_points,fumble,fumble_lost,shotgun,no_huddle,qb_dropback,pass_snaps_count,pass_snaps_pct,pass_attempts,complete_pass,incomplete_pass,air_yards,passing_yards,pass_td,interception,targets,receptions,receiving_yards,yards_after_catch,receiving_td,pass_fumble,pass_fumble_lost,rush_snaps_count,rush_snaps_pct,qb_scramble,rushing_yards,run_td,run_fumble,run_fumble_lost,home_wins,home_losses,home_ties,away_wins,away_losses,away_ties,wins,losses,ties,win_pct,record,yps
DAL,2012,1036,11014,42,37,29,376,252,37,87,14,8,546,77,703,694,0.67,636,434,202,5782,4992,32,19,636,434,4992,1976,32,8,5,342,0.33,9,1287,8,6,3,4,4,0,4,4,0,8,8,0,0.5,"	8-8-0",10.63
DAL,2013,950,9695,46,47,28,407,276,47,84,15,6,567,40,632,623,0.66,573,375,198,4673,4226,33,12,573,375,4226,2007,33,10,5,327,0.34,10,1513,12,5,1,5,3,0,3,5,0,8,8,0,0.5,"	8-8-0",10.21
DAL,2014,999,10161,56,56,25,467,336,56,75,17,12,478,40,516,505,0.51,464,328,136,4275,4008,38,11,464,328,4008,1787,38,8,6,494,0.49,11,2369,17,9,6,4,4,0,8,0,0,12,4,0,0.75,"	12-4-0",10.17
DAL,2015,960,9048,29,25,30,289,174,25,90,15,9,517,67,578,560,0.58,504,334,170,4052,3677,21,22,504,334,3677,1769,21,8,5,400,0.42,18,1898,8,7,4,1,7,0,3,5,0,4,12,0,0.25,"	4-12-0",9.43
DAL,2016,994,9849,49,46,27,421,294,46,81,20,9,505,55,539,511,0.51,475,325,150,3877,3799,25,6,475,325,3799,1645,25,11,7,483,0.49,28,2419,24,9,2,7,1,0,6,2,0,13,3,0,0.813,"	13-3-0",9.91
DAL,2017,999,8627,45,36,22,372,270,36,66,8,6,526,93,558,526,0.53,478,309,169,3943,3326,27,13,478,309,3308,1346,27,7,5,473,0.47,32,2178,18,1,1,3,5,0,6,2,0,9,7,0,0.563,"	9-7-0",8.64
DAL,2018,1008,9404,36,32,29,335,216,32,87,23,9,620,92,612,583,0.58,519,356,163,3984,3885,23,8,519,356,3885,1892,23,12,7,425,0.42,29,1979,13,11,2,7,1,0,3,5,0,10,6,0,0.625,"	10-6-0",9.33
DAL,2019,1061,11820,48,46,30,424,288,46,90,16,7,672,123,641,621,0.59,585,388,197,5613,4902,30,11,585,388,4902,1880,30,9,4,440,0.41,20,2163,18,7,3,5,3,0,3,5,0,8,8,0,0.5,"	8-8-0",11.14
DAL,2020,1111,10473,43,33,34,393,258,33,102,18,13,730,157,708,682,0.61,623,413,210,4748,4511,28,13,623,413,4511,2060,28,10,8,429,0.39,26,1793,14,8,5,4,4,0,2,6,0,6,10,0,0.375,"	6-10-0",9.43
DAL,2021,1143,11903,58,47,29,482,348,47,87,23,8,672,151,706,685,0.6,636,444,192,5093,4963,42,11,636,444,4949,2255,42,14,4,458,0.4,21,2127,15,9,4,5,3,0,7,2,0,12,5,0,0.706,"	12-5-0",10.41
DAL,2022,1101,9959,55,50,29,467,330,50,87,9,3,608,153,600,583,0.53,537,355,182,4470,3911,31,18,537,355,3911,1667,31,7,2,518,0.47,17,2312,24,2,1,8,1,0,4,4,0,12,5,0,0.706,"	12-5-0",9.05
DAL,2023,1104,11005,51,49,36,463,306,49,108,12,5,705,62,684,657,0.6,604,428,176,4794,4660,37,10,604,428,4660,2043,37,8,3,447,0.4,27,1940,14,4,2,8,0,0,4,5,0,12,5,0,0.706,"	12-5-0",9.97
DEN,2012,1065,11065,52,55,26,445,312,55,78,15,12,601,143,612,607,0.57,574,402,172,4885,4671,39,11,574,402,4664,1875,39,7,6,458,0.43,5,1865,12,8,6,7,1,0,6,2,0,13,3,0,0.813,"	13-3-0",10.39
DEN,2013,1132,12913,74,75,25,594,444,75,75,19,11,883,537,696,695,0.61,664,461,203,5263,5572,57,10,664,461,5572,2652,57,9,5,437,0.39,1,1897,16,10,6,7,1,0,6,2,0,13,3,0,0.813,"	13-3-0",11.41
DEN,2014,1046,11249,58,56,24,476,348,56,72,12,4,758,319,627,624,0.6,590,399,191,5121,4779,41,15,590,399,4779,1912,41,6,2,422,0.4,3,1805,16,6,2,8,0,0,4,4,0,12,4,0,0.75,"	12-4-0",10.75
DEN,2015,1047,9913,35,35,30,335,210,35,90,13,7,675,100,656,644,0.62,582,368,214,5534,4216,22,23,582,368,4216,1852,22,8,4,403,0.38,12,1727,13,5,3,6,2,0,6,2,0,12,4,0,0.75,"	12-4-0",9.47
DEN,2016,1007,9103,32,32,29,311,192,32,87,18,11,426,59,630,610,0.61,558,339,219,5004,3914,21,11,558,339,3914,1576,21,13,9,397,0.39,21,1502,11,5,2,5,3,0,4,4,0,9,7,0,0.563,"	9-7-0",9.04
DEN,2017,1068,8869,32,27,24,291,192,27,72,18,10,686,96,658,620,0.58,542,332,210,4749,3668,22,22,542,332,3668,1627,22,12,7,448,0.42,38,1864,9,6,3,4,4,0,1,7,0,5,11,0,0.313,"	5-11-0",8.3
DEN,2018,1007,9539,39,35,20,329,234,35,60,17,6,561,106,634,622,0.62,571,367,204,4396,3930,19,15,571,367,3928,1806,19,13,4,385,0.38,12,1916,19,4,2,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",9.47
DEN,2019,944,8192,30,25,29,292,180,25,87,16,6,522,53,566,545,0.58,493,312,181,3522,3401,17,10,493,312,3401,1701,17,13,5,399,0.42,21,1674,11,3,1,5,3,0,2,6,0,7,9,0,0.438,"	7-9-0",8.68
DEN,2020,1021,9063,37,25,28,331,222,25,84,20,9,686,66,616,591,0.58,531,317,214,5023,3673,24,23,531,317,3673,1628,24,11,6,430,0.42,25,1935,13,9,3,2,6,0,3,5,0,5,11,0,0.313,"	5-11-0",8.88
DEN,2021,1032,9482,39,33,26,345,234,33,78,10,7,607,54,605,583,0.56,531,354,177,4562,3856,21,9,531,354,3856,1734,21,3,1,449,0.44,22,2031,18,7,6,4,5,0,3,5,0,7,10,0,0.412,"	7-10-0",9.19
DEN,2022,1070,9545,32,25,28,301,192,25,84,17,6,704,98,663,634,0.59,555,345,210,4998,4007,20,15,555,345,4007,1987,20,7,3,436,0.41,29,1944,12,10,3,4,4,0,1,8,0,5,12,0,0.294,"	5-12-0",8.92
DEN,2023,1002,8667,39,29,30,353,234,29,90,20,11,579,106,603,564,0.56,500,337,163,3753,3566,29,9,500,337,3566,2067,29,15,9,438,0.44,39,1831,8,5,2,5,4,0,3,5,0,8,9,0,0.471,"	8-9-0",8.65
DET,2012,1152,11685,47,38,32,416,282,38,96,17,13,821,104,784,765,0.66,718,445,273,6458,5139,28,17,718,445,5139,2095,28,10,8,387,0.34,19,1617,17,7,5,2,6,0,2,6,0,4,12,0,0.25,"	4-12-0",10.14
DET,2013,1092,10943,49,42,19,393,294,42,57,27,15,737,44,670,659,0.6,612,371,241,5240,4650,33,19,612,371,4650,2270,33,8,5,433,0.4,11,1807,15,19,10,4,4,0,3,5,0,7,9,0,0.438,"	7-9-0",10.02
DET,2014,1026,9756,34,32,25,311,204,32,75,17,5,565,27,665,648,0.63,589,365,224,4819,4284,22,12,589,365,4284,2236,22,10,3,378,0.37,17,1440,11,7,2,7,1,0,4,4,0,11,5,0,0.688,"	11-5-0",9.51
DET,2015,1021,10026,41,36,22,348,246,36,66,13,8,693,66,703,677,0.66,618,420,198,4132,4463,34,14,618,420,4463,2495,34,6,5,344,0.34,26,1351,7,7,3,4,4,0,3,5,0,7,9,0,0.438,"	7-9-0",9.82
DET,2016,972,9759,34,31,31,328,204,31,93,6,4,816,221,655,630,0.65,581,388,193,4421,4327,25,10,581,388,4327,2227,25,4,2,342,0.35,25,1319,9,2,2,6,2,0,3,5,0,9,7,0,0.563,"	9-7-0",10.04
DET,2017,976,9887,44,40,30,394,264,40,90,18,11,745,309,638,621,0.64,559,374,185,4561,4470,34,11,559,374,4470,2123,34,12,8,355,0.36,17,1230,10,6,3,4,4,0,5,3,0,9,7,0,0.563,"	9-7-0",10.13
DET,2018,1014,9090,37,30,28,336,222,30,84,12,7,666,108,632,618,0.61,561,375,186,3978,3844,24,12,561,375,3844,2059,24,9,5,396,0.39,14,1670,12,3,2,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",8.96
DET,2019,1011,9745,38,35,26,341,228,35,78,11,7,612,75,639,612,0.61,552,344,208,5458,4187,29,15,552,344,4187,1514,29,6,4,399,0.39,27,1658,8,5,3,2,6,0,1,7,1,3,13,1,0.176,"	3-13-1",9.64
DET,2020,982,10011,47,38,21,383,282,38,63,10,7,610,67,639,620,0.63,561,374,187,4985,4397,30,13,561,374,4397,1884,30,3,1,362,0.37,19,1506,17,7,6,1,7,0,4,4,0,5,11,0,0.313,"	5-11-0",10.19
DET,2021,1056,9369,37,27,26,327,222,27,78,17,9,626,65,643,630,0.6,574,396,178,3785,3884,25,14,574,396,3874,2081,25,11,5,426,0.4,13,1887,12,6,4,3,5,0,0,9,1,3,14,1,0.167,"	3-14-1",8.87
DET,2022,1081,10912,55,47,24,449,330,47,72,12,7,561,52,627,612,0.57,580,383,197,4135,4444,32,7,580,383,4430,2271,32,7,4,469,0.43,15,2193,23,5,3,5,4,0,4,4,0,9,8,0,0.529,"	9-8-0",10.09
DET,2023,1117,11342,60,48,19,465,360,48,57,17,10,625,58,645,638,0.57,590,408,182,4086,4606,33,12,590,408,4606,2156,33,9,5,479,0.43,7,2331,27,8,5,6,2,0,6,3,0,12,5,0,0.706,"	12-5-0",10.15
GB,2012,1026,10115,50,50,21,413,300,50,63,11,7,608,196,644,609,0.59,547,374,173,4516,4342,40,8,547,374,4342,2086,40,7,5,417,0.41,35,1722,9,4,2,7,1,0,4,4,0,11,5,0,0.688,"	11-5-0",9.86
GB,2013,1061,10957,47,42,33,423,282,42,99,15,7,650,198,648,616,0.58,551,366,185,4343,4538,29,16,551,366,4538,2232,29,8,3,445,0.42,32,2151,18,7,4,4,4,1,4,4,0,8,8,1,0.471,"	8-8-1",10.33
GB,2014,982,10649,54,53,27,458,324,53,81,17,6,627,307,594,567,0.58,530,349,181,4325,4447,38,6,530,349,4447,2092,38,10,3,415,0.42,27,1941,15,7,3,8,0,0,4,4,0,12,4,0,0.75,"	12-4-0",10.84
GB,2015,1046,9224,43,36,24,366,258,36,72,21,9,759,391,665,623,0.6,564,348,216,4633,3825,34,8,564,348,3853,1980,34,12,5,423,0.4,42,1865,9,9,4,5,3,0,5,3,0,10,6,0,0.625,"	10-6-0",8.82
GB,2016,1013,10368,52,44,26,434,312,44,78,16,8,766,146,698,655,0.65,610,403,207,5386,4445,41,8,610,403,4445,2043,41,11,5,358,0.35,43,1720,11,5,3,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",10.23
GB,2017,993,8433,40,33,15,318,240,33,45,10,5,650,101,652,615,0.62,543,352,191,4081,3532,27,18,543,352,3532,1909,27,5,3,378,0.38,37,1732,13,5,2,4,4,0,3,5,0,7,9,0,0.438,"	7-9-0",8.49
GB,2018,1021,10546,40,34,30,364,240,34,90,12,6,736,104,730,693,0.68,633,392,241,5668,4629,26,4,633,392,4629,2197,26,8,5,328,0.32,37,1673,14,4,1,5,3,1,1,7,0,6,10,1,0.353,"	6-10-1",10.33
GB,2019,999,9577,44,40,22,370,264,40,66,12,8,621,40,636,610,0.61,568,356,212,5016,4017,26,4,568,356,4017,2034,26,9,6,389,0.39,26,1821,18,3,2,7,1,0,6,2,0,13,3,0,0.813,"	13-3-0",9.59
GB,2020,968,10544,67,59,16,509,402,59,48,9,4,572,26,568,544,0.56,518,372,146,4135,4299,49,5,518,372,4299,2248,49,5,3,424,0.44,24,2135,16,4,1,7,1,0,6,2,0,13,3,0,0.813,"	13-3-0",10.89
GB,2021,1052,10763,53,49,25,442,318,49,75,13,4,656,34,647,625,0.59,583,402,181,4572,4526,39,7,583,402,4526,2422,39,8,2,427,0.41,22,1920,13,5,2,8,0,0,5,4,0,13,4,0,0.765,"	13-4-0",10.23
GB,2022,1036,9662,42,37,25,364,252,37,75,19,8,723,50,608,595,0.57,548,364,184,4478,3890,28,12,548,364,3896,2016,28,12,5,441,0.43,13,2130,12,7,3,5,4,0,3,5,0,8,9,0,0.471,"	8-9-0",9.33
GB,2023,1041,10101,43,34,27,373,258,34,81,17,5,753,86,636,612,0.59,568,374,194,4941,4210,32,11,568,374,4210,1925,32,11,2,429,0.41,24,1919,10,6,3,5,3,0,4,5,0,9,8,0,0.529,"	9-8-0",9.7
HOU,2012,1073,10020,42,45,31,390,252,45,93,9,4,228,7,584,582,0.54,541,354,187,4415,4046,22,13,541,354,4046,1787,22,4,1,491,0.46,2,2144,19,5,3,6,2,0,6,2,0,12,4,0,0.75,"	12-4-0",9.34
HOU,2013,1086,9742,34,26,26,308,204,26,78,19,8,570,44,681,672,0.62,608,371,237,5156,4183,25,22,608,371,4183,1652,25,13,5,414,0.38,9,1744,7,6,3,1,7,0,1,7,0,2,14,0,0.125,"	2-14-0",8.97
HOU,2014,1041,8994,36,40,30,346,216,40,90,18,10,530,86,543,508,0.49,469,295,174,3988,3460,24,13,469,295,3460,1543,24,11,7,533,0.51,35,2182,12,7,3,5,3,0,4,4,0,9,7,0,0.563,"	9-7-0",8.64
HOU,2015,1108,9671,39,32,23,335,234,32,69,17,8,622,60,667,656,0.59,606,358,248,5939,4079,31,12,606,358,4079,1356,31,12,6,452,0.41,11,1755,8,5,2,5,3,0,4,4,0,9,7,0,0.563,"	9-7-0",8.73
HOU,2016,1055,8485,25,22,35,277,150,22,105,14,5,699,61,630,612,0.58,564,347,217,4974,3418,16,16,564,347,3432,1388,16,6,3,443,0.42,18,1874,8,8,2,7,1,0,2,6,0,9,7,0,0.563,"	9-7-0",8.04
HOU,2017,1024,8769,40,32,20,332,240,32,60,21,11,715,93,605,578,0.56,505,299,206,5204,3644,31,17,505,299,3644,1410,31,17,10,446,0.44,27,1845,8,4,1,3,5,0,1,7,0,4,12,0,0.25,"	4-12-0",8.56
HOU,2018,1025,9977,38,39,37,378,228,39,111,15,6,715,62,621,563,0.55,491,345,146,4336,4165,26,9,491,345,4165,1753,26,11,5,462,0.45,58,2031,12,4,1,6,2,0,5,3,0,11,5,0,0.688,"	11-5-0",9.73
HOU,2019,1005,9888,45,40,20,370,270,40,60,18,7,806,29,630,582,0.58,518,355,163,4742,4083,28,14,518,355,4083,1808,28,7,3,423,0.42,48,2020,17,11,4,5,3,0,5,3,0,10,6,0,0.625,"	10-6-0",9.84
HOU,2020,932,10837,44,37,27,382,264,37,81,18,9,771,102,660,598,0.64,537,383,154,4862,4843,34,7,537,383,4821,1956,34,11,5,334,0.36,62,1476,10,7,4,2,6,0,2,6,0,4,12,0,0.25,"	4-12-0",11.63
HOU,2021,1006,8365,30,25,21,268,180,25,63,16,6,707,73,613,588,0.58,528,354,174,3997,3630,21,15,528,354,3630,1723,21,10,5,418,0.42,25,1426,8,6,1,2,7,0,2,6,0,4,13,0,0.235,"	4-13-0",8.32
HOU,2022,1011,8473,36,24,29,327,216,24,87,20,8,620,98,641,620,0.61,559,352,207,4358,3642,26,19,559,352,3642,1842,26,10,3,391,0.39,21,1485,9,10,5,0,8,1,3,6,0,3,14,1,0.167,"	3-14-1",8.38
HOU,2023,1078,10404,40,31,34,373,240,31,102,16,7,656,93,660,636,0.59,578,372,206,5180,4578,28,8,578,372,4578,1982,28,11,6,442,0.41,24,1641,10,5,1,6,3,0,4,4,0,10,7,0,0.588,"	10-7-0",9.65
IND,2012,1084,10190,40,37,26,355,240,37,78,18,7,490,58,696,662,0.61,602,339,263,6385,4374,26,18,602,339,4374,1656,26,13,6,422,0.39,34,1686,11,5,1,7,1,0,4,4,0,11,5,0,0.688,"	11-5-0",9.4
IND,2013,1012,9443,41,34,35,385,246,34,105,10,3,527,95,663,620,0.61,572,350,222,4739,3952,25,10,572,350,3952,1986,25,7,2,392,0.39,43,1758,15,3,1,6,2,0,5,3,0,11,5,0,0.688,"	11-5-0",9.33
IND,2014,1087,11586,56,50,30,476,336,50,90,28,14,637,109,729,692,0.64,645,410,235,5805,5062,46,16,645,410,5062,2391,46,16,8,395,0.36,37,1630,10,12,6,6,2,0,5,3,0,11,5,0,0.688,"	11-5-0",10.66
IND,2015,1033,9093,36,32,25,323,216,32,75,14,9,617,98,690,656,0.64,598,355,243,5285,3928,27,19,598,355,3928,1647,27,7,3,377,0.36,34,1459,6,7,6,4,4,0,4,4,0,8,8,0,0.5,"	8-8-0",8.8
IND,2016,1018,10346,49,44,27,419,294,44,81,13,7,607,83,669,627,0.62,565,370,195,4849,4491,35,15,565,370,4494,1803,35,8,4,391,0.38,42,1646,13,5,3,4,4,0,4,4,0,8,8,0,0.5,"	8-8-0",10.16
IND,2017,982,7790,30,22,29,289,180,22,87,18,6,561,29,582,541,0.55,475,285,190,3678,3226,19,9,475,285,3226,1646,19,10,5,441,0.45,41,1672,11,8,1,3,5,0,1,7,0,4,12,0,0.25,"	4-12-0",7.93
IND,2018,1049,10805,56,44,23,449,336,44,69,15,9,775,136,684,663,0.63,627,432,195,4856,4595,42,15,627,432,4595,1976,42,9,5,386,0.37,21,1741,14,6,4,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",10.3
IND,2019,1001,8570,43,33,23,360,258,33,69,14,9,674,58,578,544,0.54,500,307,193,4125,3314,24,10,500,307,3314,1676,24,11,7,457,0.46,34,2144,18,3,2,5,3,0,2,6,0,7,9,0,0.438,"	7-9-0",8.56
IND,2020,1011,10257,47,43,32,421,282,43,96,7,4,751,112,574,572,0.57,538,371,167,3961,4186,25,11,538,371,4186,2249,25,6,3,439,0.43,2,2014,21,1,1,6,2,0,5,3,0,11,5,0,0.688,"	11-5-0",10.15
IND,2021,1044,9497,50,46,29,433,300,46,87,16,8,667,48,583,557,0.53,513,324,189,4006,3588,28,8,513,324,3578,1647,28,9,5,487,0.47,26,2554,22,7,3,4,5,0,5,3,0,9,8,0,0.529,"	9-8-0",9.1
IND,2022,1100,9163,30,23,32,299,180,23,96,29,13,833,153,689,667,0.61,583,398,185,3837,3855,22,20,583,398,3854,1791,22,21,7,433,0.39,22,1874,8,8,6,2,6,0,2,7,1,4,13,1,0.222,"	4-13-1",8.33
IND,2023,1087,9630,38,35,33,362,228,35,99,16,8,986,198,648,620,0.57,564,355,209,4255,3882,19,10,564,355,3882,1863,19,12,6,467,0.43,28,2074,19,4,2,4,5,0,5,3,0,9,8,0,0.529,"	9-8-0",8.86
JAX,2012,993,8545,33,18,25,291,198,18,75,16,8,478,97,658,638,0.64,566,328,238,4996,3746,25,17,566,328,3746,1544,25,8,5,355,0.36,20,1374,5,8,3,1,7,0,1,7,0,2,14,0,0.125,"	2-14-0",8.61
JAX,2013,1019,8455,27,22,23,253,162,22,69,17,6,625,183,661,643,0.63,570,349,221,3911,3751,20,21,570,349,3751,2078,20,9,3,376,0.37,18,1263,7,8,3,1,7,0,3,5,0,4,12,0,0.25,"	4-12-0",8.3
JAX,2014,988,8090,30,23,20,263,180,23,60,13,7,689,172,652,631,0.64,538,325,213,4046,3451,20,18,538,325,3451,1866,20,7,3,357,0.36,21,1636,9,6,4,3,5,0,0,8,0,3,13,0,0.188,"	3-13-0",8.19
JAX,2015,1008,10017,47,32,26,392,282,32,78,21,9,613,44,687,660,0.65,586,355,231,5586,4428,39,18,586,355,4428,1841,39,11,4,348,0.35,27,1479,8,10,5,4,4,0,1,7,0,5,11,0,0.313,"	5-11-0",9.94
JAX,2016,1048,9295,37,29,27,332,222,29,81,18,10,777,84,696,661,0.63,610,369,241,5155,3925,27,16,610,369,3925,1848,27,9,5,387,0.37,35,1638,8,9,5,2,6,0,1,7,0,3,13,0,0.188,"	3-13-0",8.87
JAX,2017,1067,9593,41,37,30,373,246,37,90,19,7,594,41,579,555,0.52,513,316,197,4058,3716,22,13,513,316,3716,1932,22,10,4,512,0.48,24,2278,18,9,3,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",8.99
JAX,2018,1001,8261,23,22,23,229,138,22,69,24,15,690,47,645,591,0.59,523,329,194,3777,3431,16,13,523,329,3423,1825,16,18,11,410,0.41,54,1729,7,6,4,3,5,0,2,6,0,5,11,0,0.313,"	5-11-0",8.25
JAX,2019,1016,9510,29,19,33,292,174,19,99,17,10,682,67,690,638,0.63,580,364,216,4470,4023,26,8,580,364,4022,1892,26,14,8,378,0.37,52,1720,3,3,2,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",9.36
JAX,2020,1001,9183,34,24,18,282,204,24,54,14,8,689,60,694,665,0.66,597,387,210,4847,3955,25,16,597,387,3955,1707,25,11,7,336,0.34,29,1523,9,3,1,1,7,0,0,8,0,1,15,0,0.063,"	1-15-0",9.17
JAX,2021,1024,8878,30,18,21,261,180,18,63,18,11,727,110,670,638,0.62,584,361,223,4759,3674,14,17,584,361,3674,1639,14,12,7,386,0.38,32,1764,14,6,4,3,6,0,0,8,0,3,14,0,0.176,"	3-14-0",8.67
JAX,2022,1066,10247,41,36,30,372,246,36,90,18,13,793,64,652,628,0.59,585,394,191,4353,4148,25,9,585,394,4151,2040,25,9,6,438,0.41,24,2129,16,9,7,5,3,0,4,5,0,9,8,0,0.529,"	9-8-0",9.61
JAX,2023,1102,10174,40,35,30,365,240,35,90,23,15,891,69,710,665,0.6,606,412,194,4981,4377,23,14,606,412,4377,1945,23,18,12,437,0.4,45,1665,17,5,3,4,5,0,5,3,0,9,8,0,0.529,"	9-8-0",9.23
KC,2012,1004,8050,24,17,28,245,144,17,84,21,15,374,106,537,509,0.51,448,273,175,3919,2937,13,20,448,273,2937,1261,13,9,6,495,0.49,28,2400,9,12,9,1,7,0,1,7,0,2,14,0,0.125,"	2-14-0",8.02
KC,2013,1006,8973,44,52,22,382,264,52,66,18,10,543,70,631,583,0.58,534,333,201,3555,3561,24,8,534,333,3561,1904,24,9,6,423,0.42,48,2072,17,9,4,5,3,0,6,2,0,11,5,0,0.688,"	11-5-0",8.92
KC,2014,956,8533,38,38,25,341,228,38,75,21,10,543,21,580,544,0.57,487,320,167,2898,3428,19,6,487,320,3428,1894,19,12,6,412,0.43,36,1923,18,9,4,6,2,0,3,5,0,9,7,0,0.563,"	9-7-0",8.93
KC,2015,945,8810,41,39,30,375,246,39,90,12,6,608,20,577,523,0.55,466,310,156,3167,3493,21,7,466,310,3493,1936,21,7,4,422,0.45,54,2058,20,5,2,6,2,0,5,3,0,11,5,0,0.688,"	11-5-0",9.32
KC,2016,971,9437,36,36,31,345,216,36,93,15,8,652,37,600,579,0.6,537,365,172,3732,3914,20,8,537,365,3925,2076,20,10,4,392,0.4,21,1768,15,5,4,6,2,0,6,2,0,12,4,0,0.75,"	12-4-0",9.72
KC,2017,977,10345,39,40,41,397,234,40,123,10,3,718,29,614,580,0.59,534,363,171,4202,4326,26,8,534,363,4326,2134,26,4,1,397,0.41,34,1883,13,6,2,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",10.59
KC,2018,985,11950,68,65,24,545,408,65,72,15,6,798,24,637,609,0.62,570,385,185,5273,5126,52,12,570,385,5126,2628,52,10,5,376,0.38,28,1867,16,5,1,7,1,0,5,3,0,12,4,0,0.75,"	12-4-0",12.13
KC,2019,961,10752,48,45,34,435,288,45,102,15,8,752,8,626,602,0.63,570,378,192,4915,4690,30,5,570,378,4667,2211,30,10,5,359,0.37,24,1585,17,5,3,5,3,0,7,1,0,12,4,0,0.75,"	12-4-0",11.19
KC,2020,1042,11684,54,48,25,447,324,48,75,17,8,848,11,696,656,0.63,622,420,202,5096,5005,40,7,622,420,5005,2455,40,12,7,386,0.37,40,1807,13,5,1,6,2,0,8,0,0,14,2,0,0.875,"	14-2-0",11.21
KC,2021,1116,11696,54,50,28,458,324,50,84,19,10,894,25,751,704,0.63,662,448,214,4961,4937,38,13,662,448,4928,2719,38,11,5,412,0.37,47,1975,16,8,5,7,2,0,5,3,0,12,5,0,0.706,"	12-5-0",10.48
KC,2022,1085,12301,59,50,24,476,354,50,72,14,6,860,10,726,680,0.63,639,435,204,4712,5250,41,12,639,435,5250,2827,41,6,4,405,0.37,46,1983,18,8,2,7,1,0,7,2,0,14,3,0,0.824,"	14-3-0",11.34
KC,2023,1055,10375,40,38,33,377,240,38,99,16,9,884,30,715,661,0.63,616,421,195,4095,4383,30,17,616,421,4376,2673,30,13,8,394,0.37,54,1810,10,3,1,5,4,0,6,2,0,11,6,0,0.647,"	11-6-0",9.83
LA,2012,988,9065,30,26,23,275,180,26,69,16,6,394,34,608,590,0.6,536,332,204,4584,3783,25,14,536,332,3779,1540,25,10,3,398,0.4,18,1726,5,6,3,4,4,0,3,5,1,7,9,1,0.412,"	7-9-1",9.18
LA,2013,957,8257,37,34,26,334,222,34,78,16,10,391,46,559,543,0.57,494,301,193,3976,3360,27,11,494,301,3360,1645,27,10,6,414,0.43,16,1766,10,6,4,5,3,0,2,6,0,7,9,0,0.438,"	7-9-0",8.63
LA,2014,947,8742,40,34,24,346,240,34,72,22,10,449,57,569,561,0.59,497,327,170,4232,3695,28,16,497,327,3695,1729,28,11,5,386,0.41,8,1645,11,11,5,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",9.23
LA,2015,906,7708,31,27,21,276,186,27,63,19,9,381,45,497,490,0.54,460,273,187,3807,2931,14,11,460,273,2931,1565,14,7,4,416,0.46,7,1970,16,12,5,5,3,0,2,6,0,7,9,0,0.438,"	7-9-0",8.51
LA,2016,950,7526,29,23,19,254,174,23,57,20,8,569,39,595,584,0.61,515,312,203,3907,3313,20,20,515,312,3313,1624,20,14,6,366,0.39,11,1262,9,6,2,1,7,0,3,5,0,4,12,0,0.25,"	4-12-0",7.92
LA,2017,979,9826,48,48,40,456,288,48,120,21,10,419,145,554,544,0.56,509,320,189,4054,4023,29,7,509,320,4019,2099,29,13,7,435,0.44,10,1976,18,8,3,4,4,0,7,1,0,11,5,0,0.688,"	11-5-0",10.04
LA,2018,1043,11505,56,51,34,489,336,51,102,14,6,405,153,622,602,0.58,554,368,186,4906,4730,33,12,554,368,4730,2165,33,12,6,441,0.42,20,2258,23,2,0,7,1,0,6,2,0,13,3,0,0.813,"	13-3-0",11.03
LA,2019,1046,10682,47,42,24,396,282,42,72,16,7,455,143,665,655,0.63,614,397,217,4869,4669,26,17,614,397,4669,2270,26,10,4,391,0.37,10,1512,20,6,3,5,3,0,4,4,0,9,7,0,0.563,"	9-7-0",10.21
LA,2020,1070,10230,43,38,24,368,258,38,72,13,9,455,165,638,614,0.57,574,392,182,3937,4183,22,14,574,392,4179,2241,22,9,6,456,0.43,24,2035,20,4,3,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",9.56
LA,2021,1044,11241,56,48,32,480,336,48,96,9,4,608,179,649,641,0.61,589,406,183,5134,4893,45,18,589,406,4893,2137,45,6,2,403,0.39,8,1702,11,3,2,5,3,0,7,2,0,12,5,0,0.706,"	12-5-0",10.77
LA,2022,987,8290,35,31,28,325,210,31,84,16,8,523,113,611,588,0.6,514,347,167,3712,3506,19,15,514,347,3506,1794,19,11,6,399,0.4,23,1676,15,5,2,4,5,0,1,7,0,5,12,0,0.294,"	5-12-0",8.4
LA,2023,1091,10425,47,32,32,410,282,32,96,7,4,672,120,640,619,0.57,567,361,206,4507,4300,27,13,567,361,4298,2044,27,5,3,472,0.43,21,2056,18,2,1,5,3,0,5,4,0,10,7,0,0.588,"	10-7-0",9.56
LAC,2012,978,8371,35,39,25,324,210,39,75,20,10,524,6,585,575,0.59,511,338,173,3967,3606,29,15,511,338,3606,1796,29,15,8,403,0.41,10,1470,4,5,2,3,5,0,4,4,0,7,9,0,0.438,"	7-9-0",8.56
