team,season,total_snaps,yards_gained,touchdown,extra_point_attempt,field_goal_attempt,total_points,td_points,xp_points,fg_points,fumble,fumble_lost,shotgun,no_huddle,qb_dropback,pass_snaps_count,pass_snaps_pct,pass_attempts,complete_pass,incomplete_pass,air_yards,passing_yards,pass_td,interception,targets,receptions,receiving_yards,yards_after_catch,receiving_td,pass_fumble,pass_fumble_lost,rush_snaps_count,rush_snaps_pct,qb_scramble,rushing_yards,run_td,run_fumble,run_fumble_lost,home_wins,home_losses,home_ties,away_wins,away_losses,away_ties,wins,losses,ties,win_pct,record,yps
LAC,2013,1053,10804,44,42,35,411,264,42,105,11,8,760,148,587,573,0.54,532,378,154,4218,4478,34,11,532,378,4505,2104,34,6,5,480,0.46,14,1971,10,5,3,5,3,0,4,4,0,9,7,0,0.563,"	9-7-0",10.26
LAC,2014,1005,9764,39,40,22,340,234,40,66,14,4,768,226,630,610,0.61,555,380,175,4901,4296,33,18,555,380,4296,1927,33,9,4,395,0.39,20,1370,6,5,0,5,3,0,4,4,0,9,7,0,0.563,"	9-7-0",9.72
LAC,2015,1096,10817,39,28,26,340,234,28,78,18,10,959,236,718,709,0.65,653,442,211,4838,4855,35,13,653,442,4855,2622,35,11,6,387,0.35,9,1367,4,7,4,3,5,0,1,7,0,4,12,0,0.25,"	4-12-0",9.87
LAC,2016,1010,10100,48,42,26,408,288,42,78,19,12,633,31,623,617,0.61,558,349,209,4913,4386,37,21,558,349,4386,2020,37,13,9,393,0.39,6,1516,10,6,3,3,5,0,2,6,0,5,11,0,0.313,"	5-11-0",10
LAC,2017,1003,10597,40,37,20,337,240,37,60,15,4,668,56,602,600,0.6,570,366,204,4780,4551,29,11,570,366,4551,2150,29,8,3,403,0.4,2,1615,11,7,1,5,3,0,4,4,0,9,7,0,0.563,"	9-7-0",10.57
LAC,2018,939,10304,52,36,24,420,312,36,72,11,5,524,8,559,553,0.59,500,348,152,3959,4316,34,12,500,348,4316,2130,34,8,5,386,0.41,6,1887,16,3,0,5,3,0,7,1,0,12,4,0,0.75,"	12-4-0",10.97
LAC,2019,987,10536,39,35,26,347,234,35,78,17,9,694,71,635,629,0.64,574,394,180,5079,4648,26,20,574,394,4648,2173,26,10,5,358,0.36,6,1460,13,7,4,2,6,0,3,5,0,5,11,0,0.313,"	5-11-0",10.67
LAC,2020,1117,10674,46,36,25,387,276,36,75,15,5,733,72,687,660,0.59,613,413,200,4723,4548,31,10,613,413,4548,2299,31,7,3,457,0.41,27,1793,12,8,2,4,4,0,3,5,0,7,9,0,0.438,"	7-9-0",9.56
LAC,2021,1123,11677,60,40,24,472,360,40,72,9,6,682,75,748,712,0.63,658,443,215,5093,5014,41,15,658,443,5014,2392,41,6,4,411,0.37,36,1849,18,3,2,5,4,0,4,4,0,9,8,0,0.529,"	9-8-0",10.4
LAC,2022,1137,10907,42,40,31,385,252,40,93,18,8,741,85,773,750,0.66,699,485,214,4521,4791,27,10,699,485,4777,2538,27,12,6,387,0.34,23,1542,15,6,2,5,3,0,5,4,0,10,7,0,0.588,"	10-7-0",9.59
LAC,2023,1096,9909,38,35,31,356,228,35,93,22,12,889,169,715,675,0.62,623,409,214,4733,4312,27,8,623,409,4295,2160,27,16,9,421,0.38,40,1658,11,6,3,2,7,0,3,5,0,5,12,0,0.294,"	5-12-0",9.04
LV,2012,1028,9803,30,25,31,298,180,25,93,18,8,387,162,664,655,0.64,609,376,233,5300,4292,26,16,609,376,4292,2027,26,11,6,373,0.36,9,1423,4,7,2,3,5,0,1,7,0,4,12,0,0.25,"	4-12-0",9.54
LV,2013,991,8971,39,37,21,334,234,37,63,20,9,679,23,600,562,0.57,498,298,200,4185,3629,20,20,498,298,3623,1723,20,12,4,429,0.43,38,2008,16,8,5,3,5,0,1,7,0,4,12,0,0.25,"	4-12-0",9.05
LV,2014,983,7976,31,28,19,271,186,28,57,24,11,643,91,663,651,0.66,607,365,242,4949,3456,25,16,607,365,3456,1544,25,13,6,332,0.34,12,1245,5,11,5,3,5,0,0,8,0,3,13,0,0.188,"	3-13-0",8.11
LV,2015,998,9491,44,38,21,365,264,38,63,20,6,687,76,657,640,0.64,590,373,217,4743,4129,37,14,590,373,4141,1861,37,12,3,358,0.36,17,1469,7,8,3,3,5,0,4,4,0,7,9,0,0.438,"	7-9-0",9.51
LV,2016,1033,10149,47,37,29,406,282,37,87,17,7,700,58,635,618,0.6,587,379,208,4594,4137,29,7,587,379,4137,1885,29,8,3,415,0.4,17,1953,17,9,4,6,2,0,6,2,0,12,4,0,0.75,"	12-4-0",9.82
LV,2017,944,8966,39,33,16,315,234,33,48,22,13,648,86,594,584,0.62,544,347,197,4655,3761,26,14,544,347,3767,1692,26,13,9,360,0.38,10,1564,13,9,4,4,4,0,2,6,0,6,10,0,0.375,"	6-10-0",9.5
LV,2018,978,9450,32,27,27,300,192,27,81,21,14,601,91,610,602,0.62,539,382,157,3785,4057,22,10,539,382,4057,1995,22,13,8,376,0.38,8,1640,9,8,6,3,5,0,1,7,0,4,12,0,0.25,"	4-12-0",9.66
LV,2019,981,9927,38,34,19,319,228,34,57,18,8,501,84,565,551,0.56,513,367,146,3468,4110,25,8,513,367,4101,2144,25,9,3,430,0.44,14,1900,13,9,5,5,3,0,2,6,0,7,9,0,0.438,"	7-9-0",10.12
LV,2020,1024,10528,51,45,33,450,306,45,99,21,15,596,90,603,575,0.56,536,369,167,4491,4383,31,10,536,369,4383,2056,31,12,11,449,0.44,28,1926,20,9,4,2,6,0,6,2,0,8,8,0,0.5,"	8-8-0",10.28
LV,2021,1072,11002,40,30,40,390,240,30,120,25,10,684,70,685,668,0.62,611,429,182,5115,4808,25,14,611,429,4808,2291,25,16,8,404,0.38,17,1627,15,9,2,5,4,0,5,3,0,10,7,0,0.588,"	10-7-0",10.26
LV,2022,1048,10179,43,35,34,395,258,35,102,15,4,553,46,649,624,0.6,569,359,210,5359,4182,31,17,569,359,4182,1780,31,10,3,424,0.4,25,2061,12,5,1,4,4,0,2,7,0,6,11,0,0.353,"	6-11-0",9.71
LV,2023,997,8604,32,32,26,302,192,32,78,12,6,559,68,606,597,0.6,537,348,189,4283,3666,21,18,537,348,3661,1606,21,7,4,400,0.4,9,1559,11,5,2,6,3,0,2,6,0,8,9,0,0.471,"	8-9-0",8.63
MIA,2012,961,8430,32,29,23,290,192,29,69,22,11,458,49,554,541,0.56,489,293,196,4341,3425,15,13,489,293,3425,1271,15,9,5,420,0.44,13,1819,15,13,6,5,3,0,2,6,0,7,9,0,0.438,"	7-9-0",8.77
MIA,2013,989,8980,34,33,26,315,204,33,78,13,7,673,48,663,649,0.66,571,357,214,5690,3966,26,19,571,357,3966,1535,26,7,4,340,0.34,14,1447,8,6,3,4,4,0,4,4,0,8,8,0,0.5,"	8-8-0",9.08
MIA,2014,1027,9680,40,41,30,371,240,41,90,19,7,883,58,647,640,0.62,582,394,188,4616,4066,27,12,582,394,4064,1874,27,11,3,387,0.38,7,1885,12,8,4,4,4,0,4,4,0,8,8,0,0.5,"	8-8-0",9.43
MIA,2015,968,9552,37,33,13,294,222,33,39,19,6,747,83,639,633,0.65,574,365,209,5154,4231,26,12,574,365,4231,1876,26,15,4,335,0.35,6,1506,11,4,2,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",9.87
MIA,2016,906,9047,43,41,16,347,258,41,48,18,6,561,78,520,506,0.56,459,316,143,3804,3716,28,15,459,316,3716,1796,28,8,4,400,0.44,14,1829,14,10,2,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",9.99
MIA,2017,988,8724,32,26,21,281,192,26,63,21,7,684,77,645,635,0.64,580,373,207,4884,3792,27,21,580,373,3792,1681,27,15,4,353,0.36,10,1395,4,6,3,4,4,0,2,6,0,6,10,0,0.375,"	6-10-0",8.83
MIA,2018,866,7905,37,35,18,311,222,35,54,13,10,583,123,517,506,0.58,440,292,148,3699,3309,29,13,440,292,3254,1722,29,5,4,360,0.42,11,1749,7,8,6,6,2,0,1,7,0,7,9,0,0.438,"	7-9-0",9.13
MIA,2019,1014,9095,35,29,23,308,210,29,69,20,7,709,64,714,674,0.66,594,371,223,5463,4117,24,18,594,371,4117,1581,24,11,5,340,0.34,40,1168,10,9,2,3,5,0,2,6,0,5,11,0,0.313,"	5-11-0",8.97
MIA,2020,1009,9385,42,36,36,396,252,36,108,13,7,818,142,627,594,0.59,542,370,172,4264,3937,25,13,542,370,3937,1654,25,7,2,415,0.41,33,1704,15,6,5,5,3,0,5,3,0,10,6,0,0.625,"	10-6-0",9.3
MIA,2021,1085,9170,34,34,23,307,204,34,69,22,9,911,152,688,656,0.6,599,404,195,4473,3936,22,14,599,404,3936,1725,22,15,5,429,0.4,32,1579,12,7,4,6,3,0,3,5,0,9,8,0,0.529,"	9-8-0",8.45
MIA,2022,995,10969,45,41,26,389,270,41,78,15,6,658,46,638,620,0.62,568,368,200,5320,4765,32,15,568,368,4765,1789,32,8,4,375,0.38,18,1693,13,7,2,6,2,0,3,6,0,9,8,0,0.529,"	9-8-0",11.02
MIA,2023,1036,11539,62,58,24,502,372,58,72,22,10,834,39,613,597,0.58,549,393,156,4306,4698,34,15,549,393,4698,2227,34,9,3,439,0.42,16,2327,27,13,7,7,2,0,4,4,0,11,6,0,0.647,"	11-6-0",11.14
MIN,2012,988,8343,36,36,35,357,216,36,105,18,11,344,19,555,517,0.52,471,300,171,3344,2935,19,12,471,300,2935,1610,19,8,5,471,0.48,38,2653,16,10,6,7,1,0,3,5,0,10,6,0,0.625,"	10-6-0",8.44
MIN,2013,1006,9161,48,43,26,409,288,43,78,18,10,432,20,627,591,0.59,527,325,202,4720,3645,22,19,527,325,3645,1584,22,9,5,415,0.41,36,2089,23,9,5,5,3,0,0,8,1,5,11,1,0.294,"	5-11-1",9.11
MIN,2014,967,8633,32,29,27,302,192,29,81,10,1,630,68,603,564,0.58,494,322,172,3943,3566,19,18,494,322,3566,1836,19,7,0,403,0.42,39,1819,12,3,1,5,3,0,2,6,0,7,9,0,0.438,"	7-9-0",8.93
MIN,2015,961,8405,34,33,34,339,204,33,102,18,7,432,33,527,499,0.52,445,294,151,3273,3246,14,9,445,294,3246,1808,14,9,3,462,0.48,28,2229,18,9,4,6,2,0,5,3,0,11,5,0,0.688,"	11-5-0",8.75
MIN,2016,994,9179,30,26,27,287,180,26,81,14,8,654,94,635,627,0.63,583,414,169,3874,4119,20,5,583,414,4119,2030,20,10,5,367,0.37,8,1222,9,4,3,5,3,0,3,5,0,8,8,0,0.5,"	8-8-0",9.23
MIN,2017,1034,9669,41,34,32,376,246,34,96,10,6,539,104,574,555,0.54,519,357,162,4006,3929,25,8,519,357,3929,1979,25,6,3,479,0.46,19,1983,15,4,3,7,1,0,6,2,0,13,3,0,0.813,"	13-3-0",9.35
MIN,2018,996,9842,45,36,22,372,270,36,66,14,10,605,68,665,648,0.65,593,425,168,4396,4298,35,10,593,425,4298,1947,35,6,6,348,0.35,17,1499,9,8,4,5,3,0,3,5,1,8,8,1,0.471,"	8-8-1",9.88
MIN,2019,959,9396,45,40,27,391,270,40,81,21,10,295,82,506,497,0.52,458,319,139,3535,3729,26,8,458,319,3725,1851,26,11,6,462,0.48,9,2146,19,10,4,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",9.8
MIN,2020,1024,10579,58,37,15,430,348,37,45,18,9,376,42,576,559,0.55,500,349,151,4103,4265,37,13,500,349,4265,1936,37,12,6,465,0.45,17,2291,21,6,3,3,5,0,4,4,0,7,9,0,0.438,"	7-9-0",10.33
MIN,2021,1076,10635,48,36,33,423,288,36,99,19,6,491,62,648,632,0.59,592,398,194,4844,4450,34,7,592,398,4450,1936,34,13,3,444,0.41,16,1945,10,6,3,5,3,0,3,6,0,8,9,0,0.471,"	8-9-0",9.88
MIN,2022,1114,10972,52,40,26,430,312,40,78,14,8,594,183,734,720,0.65,654,448,206,5015,4818,32,15,654,448,4808,2102,32,9,5,394,0.35,14,1674,18,5,3,8,1,0,5,3,0,13,4,0,0.765,"	13-4-0",9.85
MIN,2023,1063,10624,38,36,24,336,228,36,72,23,14,586,145,709,676,0.64,609,424,185,4929,4700,31,19,609,424,4700,1926,31,14,10,387,0.36,33,1563,7,9,4,2,6,0,5,4,0,7,10,0,0.412,"	7-10-0",9.99
NE,2012,1181,11699,61,66,29,519,366,66,87,12,6,559,293,670,666,0.56,629,402,227,5531,4844,35,9,629,402,4844,2237,35,6,3,515,0.44,4,2193,25,6,3,6,2,0,6,2,0,12,4,0,0.75,"	12-4-0",9.91
NE,2013,1120,10518,47,44,38,440,282,44,114,18,9,500,123,669,666,0.59,613,380,233,5288,4343,26,11,613,380,4343,2014,26,8,3,454,0.41,3,2084,21,10,6,8,0,0,4,4,0,12,4,0,0.75,"	12-4-0",9.39
NE,2014,1055,10164,49,51,35,450,294,51,105,10,4,494,76,647,636,0.6,600,392,208,4869,4291,36,9,600,392,4291,1981,36,9,4,419,0.4,11,1752,13,1,0,7,1,0,5,3,0,12,4,0,0.75,"	12-4-0",9.63
NE,2015,1029,10824,54,52,33,475,324,52,99,10,4,600,126,672,665,0.65,620,404,216,4935,4812,38,7,620,404,4812,2444,38,8,4,364,0.35,7,1425,14,2,0,7,1,0,5,3,0,12,4,0,0.75,"	12-4-0",10.52
NE,2016,1037,10656,51,46,27,433,306,46,81,17,6,553,44,594,574,0.55,547,368,179,4262,4456,32,2,547,368,4456,2306,32,9,4,463,0.45,20,1892,19,8,2,6,2,0,8,0,0,14,2,0,0.875,"	14-2-0",10.28
NE,2017,1057,10944,52,45,37,468,312,45,111,12,4,542,54,630,624,0.59,579,389,190,5356,4619,34,8,579,389,4619,1950,34,8,2,433,0.41,6,1903,17,4,2,6,2,0,7,1,0,13,3,0,0.813,"	13-3-0",10.35
NE,2018,1052,10718,48,49,27,418,288,49,81,8,5,499,64,599,594,0.56,561,378,183,4489,4405,29,11,561,378,4405,2176,29,6,4,458,0.44,5,2055,18,2,1,8,0,0,3,5,0,11,5,0,0.688,"	11-5-0",10.19
NE,2019,1082,9835,46,39,27,396,276,39,81,10,5,558,84,653,650,0.6,611,378,233,4651,4153,29,9,611,378,4153,1933,29,7,4,432,0.4,3,1717,17,3,1,6,2,0,6,2,0,12,4,0,0.75,"	12-4-0",9.09
NE,2020,968,8374,34,30,26,312,204,30,78,17,5,514,134,499,476,0.49,424,283,141,2995,3124,14,14,424,283,3124,1534,14,8,4,492,0.51,23,2358,20,9,1,5,3,0,2,6,0,7,9,0,0.438,"	7-9-0",8.65
NE,2021,1037,10140,53,42,36,468,318,42,108,16,9,492,41,579,564,0.54,521,364,157,4288,4098,28,13,521,364,4098,1940,28,9,6,473,0.46,15,2179,24,7,3,4,5,0,6,2,0,10,7,0,0.588,"	10-7-0",9.78
NE,2022,986,9205,33,32,32,326,198,32,96,20,9,660,60,604,583,0.59,524,358,166,4111,3815,20,14,524,358,3815,1837,20,12,6,403,0.41,21,1872,13,8,3,4,4,0,4,5,0,8,9,0,0.471,"	8-9-0",9.34
NE,2023,1016,8092,31,24,16,258,186,24,48,13,9,666,112,627,605,0.6,535,351,184,4094,3392,21,21,535,351,3389,1845,21,10,7,411,0.4,22,1634,9,3,2,1,8,0,3,5,0,4,13,0,0.235,"	4-13-0",7.96
NO,2012,1052,11776,56,57,18,447,336,57,54,12,4,538,17,697,694,0.66,649,423,226,5473,5187,46,19,649,423,5187,2163,46,12,4,358,0.34,3,1590,10,0,0,4,4,0,3,5,0,7,9,0,0.438,"	7-9-0",11.19
NO,2013,1057,11576,51,48,24,426,306,48,72,9,3,502,15,699,687,0.65,638,446,192,5206,5162,41,12,638,446,5162,2435,41,8,2,370,0.35,12,1496,10,1,1,8,0,0,3,5,0,11,5,0,0.688,"	11-5-0",10.95
NO,2014,1081,11543,53,46,19,421,318,46,57,20,12,560,79,698,684,0.63,636,456,180,5039,4952,37,17,636,456,4952,2173,37,14,9,397,0.37,14,1827,16,6,3,3,5,0,4,4,0,7,9,0,0.438,"	7-9-0",10.68
NO,2015,1082,11684,50,44,18,398,300,44,54,14,7,581,55,702,699,0.65,653,460,193,5208,5205,34,12,653,460,5205,2538,34,11,6,383,0.35,3,1507,16,3,1,4,4,0,3,5,0,7,9,0,0.438,"	7-9-0",10.8
NO,2016,1091,12090,60,49,29,496,360,49,87,14,8,596,32,699,696,0.64,652,472,180,4818,5258,41,15,652,472,5258,2438,41,12,6,395,0.36,3,1754,18,2,2,4,4,0,3,5,0,7,9,0,0.438,"	7-9-0",11.08
NO,2017,978,10617,49,47,31,434,294,47,93,14,8,472,16,558,553,0.57,525,386,139,3418,4334,24,8,525,386,4334,2369,24,8,5,425,0.43,5,2092,23,6,3,7,1,0,4,4,0,11,5,0,0.688,"	11-5-0",10.86
NO,2018,991,10274,60,52,28,496,360,52,84,16,9,496,15,550,541,0.55,512,381,131,3769,4174,33,7,512,381,4174,1898,33,9,5,450,0.45,9,2050,27,7,4,6,2,0,7,1,0,13,3,0,0.813,"	13-3-0",10.37
NO,2019,989,10433,48,48,32,432,288,48,96,6,1,530,25,616,602,0.61,570,418,152,3742,4431,36,6,570,418,4431,2257,36,3,0,387,0.39,14,1758,12,3,1,6,2,0,7,1,0,13,3,0,0.813,"	13-3-0",10.55
NO,2020,1025,9989,58,57,23,474,348,57,69,23,8,563,33,570,550,0.54,512,370,142,3255,3945,28,8,512,370,3945,1911,28,14,5,475,0.46,20,2286,30,9,3,6,2,0,6,2,0,12,4,0,0.75,"	12-4-0",9.75
NO,2021,1040,8629,44,31,25,370,264,31,75,11,4,538,34,581,543,0.52,489,293,196,3741,3437,32,13,489,293,3437,1682,32,9,3,497,0.48,38,2006,12,2,1,3,5,0,6,3,0,9,8,0,0.529,"	9-8-0",8.3
NO,2022,1005,9660,40,33,23,342,240,33,69,20,10,661,62,564,550,0.55,496,338,158,4551,3969,27,14,496,338,3969,1622,27,12,6,455,0.45,14,1993,13,8,4,4,5,0,3,5,0,7,10,0,0.412,"	7-10-0",9.61
NO,2023,1102,9992,43,40,30,388,258,40,90,11,5,695,93,655,643,0.58,595,406,189,5016,4225,30,11,595,406,4225,1799,30,5,2,459,0.42,12,1769,13,6,3,5,3,0,4,5,0,9,8,0,0.529,"	9-8-0",9.07
NYG,2012,956,9670,47,46,33,427,282,46,99,11,6,448,14,568,559,0.58,524,323,201,5132,3967,28,15,524,323,3967,1406,28,5,1,397,0.42,9,1876,18,6,5,6,2,0,3,5,0,9,7,0,0.563,"	9-7-0",10.12
NYG,2013,980,8807,38,31,23,328,228,31,69,22,12,559,59,613,607,0.62,538,325,213,5372,3875,22,29,538,325,3875,1490,22,9,4,373,0.38,6,1342,13,13,8,4,4,0,3,5,0,7,9,0,0.438,"	7-9-0",8.99
NYG,2014,1077,10355,48,44,24,404,288,44,72,16,10,644,427,642,636,0.59,592,383,209,5023,4470,33,14,592,383,4470,1981,33,14,10,441,0.41,6,1613,13,2,0,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",9.61
NYG,2015,1045,10471,45,44,30,404,270,44,90,17,7,719,593,657,649,0.62,608,392,216,4709,4500,39,14,608,392,4508,2121,39,13,5,396,0.38,8,1618,5,4,2,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",10.02
NYG,2016,1001,9338,33,31,21,292,198,31,63,16,9,729,592,623,620,0.62,582,377,205,4702,4027,27,16,582,377,4027,2011,27,14,8,381,0.38,3,1432,6,2,1,7,1,0,4,4,0,11,5,0,0.688,"	11-5-0",9.33
NYG,2017,1033,8720,28,20,18,242,168,20,54,18,8,649,291,653,645,0.62,594,373,221,4391,3680,21,14,594,373,3680,1727,21,13,7,388,0.38,8,1559,6,5,1,2,6,0,1,7,0,3,13,0,0.188,"	3-13-0",8.44
NYG,2018,985,10116,37,31,32,349,222,31,96,10,5,574,85,638,634,0.64,570,382,188,4373,4405,24,12,570,382,4405,2200,24,10,5,351,0.36,4,1656,13,0,0,2,6,0,3,5,0,5,11,0,0.313,"	5-11-0",10.27
NYG,2019,1011,9489,46,35,12,347,276,35,36,27,16,738,100,682,654,0.65,590,376,214,4889,4070,34,17,590,376,4064,1807,34,19,11,357,0.35,28,1690,11,8,5,2,6,0,2,6,0,4,12,0,0.25,"	4-12-0",9.39
NYG,2020,950,8153,26,21,31,270,156,21,93,17,10,627,265,595,569,0.6,504,321,183,3986,3336,13,11,504,321,3336,1264,13,12,7,381,0.4,26,1787,13,5,3,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",8.58
NYG,2021,1042,8364,26,17,29,260,156,17,87,20,10,735,313,662,629,0.6,569,351,218,4367,3463,18,20,569,351,3463,1617,18,16,8,413,0.4,33,1697,8,4,2,3,5,0,1,8,0,4,13,0,0.235,"	4-13-0",8.03
NYG,2022,1077,9128,38,32,29,347,228,32,87,14,7,691,178,630,569,0.53,509,346,163,3335,3431,17,6,509,346,3431,1698,17,9,6,508,0.47,61,2534,21,5,1,5,4,1,4,4,0,9,8,1,0.5,"	9-8-1",8.48
NYG,2023,1049,8120,28,24,23,261,168,24,69,17,5,773,149,668,600,0.57,500,338,162,3787,3351,17,12,500,338,3351,1601,17,8,2,449,0.43,68,1881,10,9,3,4,4,0,2,7,0,6,11,0,0.353,"	6-11-0",7.74
NYJ,2012,1028,7970,33,30,21,291,198,30,63,26,15,387,49,554,539,0.52,472,272,200,4397,3178,16,19,472,272,3178,1124,16,17,12,489,0.48,15,1901,13,9,3,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",7.75
NYJ,2013,1011,8366,31,27,33,312,186,27,99,15,7,701,78,561,526,0.52,457,266,191,4326,3270,19,22,457,266,3270,1345,19,5,4,485,0.48,35,2164,12,10,3,6,2,0,2,6,0,8,8,0,0.5,"	8-8-0",8.27
NYJ,2014,1047,8438,31,23,32,305,186,23,96,21,7,777,99,591,546,0.52,480,287,193,4128,3206,19,15,480,287,3206,1506,19,11,2,501,0.48,45,2249,11,10,5,2,6,0,2,6,0,4,12,0,0.25,"	4-12-0",8.06
NYJ,2015,1061,10106,49,42,27,417,294,42,81,16,8,666,48,659,626,0.59,588,362,226,5545,4170,34,16,588,362,4170,1889,34,9,6,435,0.41,33,1879,11,7,2,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",9.52
NYJ,2016,998,8915,32,24,27,297,192,24,81,19,8,671,35,608,585,0.59,525,311,214,4902,3645,19,25,525,311,3641,1599,19,12,5,413,0.41,23,1798,11,7,3,2,6,0,3,5,0,5,11,0,0.313,"	5-11-0",8.93
NYJ,2017,967,8412,35,29,25,314,210,29,75,19,10,545,34,574,554,0.57,493,323,170,3941,3501,20,12,493,323,3511,1536,20,13,7,413,0.43,20,1717,14,6,3,4,4,0,1,7,0,5,11,0,0.313,"	5-11-0",8.7
NYJ,2018,958,8201,33,30,33,327,198,30,99,16,9,580,34,580,560,0.58,503,299,204,4637,3404,21,19,503,299,3404,1586,21,6,4,398,0.42,20,1632,11,10,5,2,6,0,2,6,0,4,12,0,0.25,"	4-12-0",8.56
NYJ,2019,945,7844,28,23,19,248,168,23,57,18,6,633,101,584,575,0.61,503,323,180,4213,3443,21,16,503,323,3455,1753,21,11,6,370,0.39,9,1272,6,7,0,5,3,0,2,6,0,7,9,0,0.438,"	7-9-0",8.3
NYJ,2020,940,7603,28,20,21,251,168,20,63,8,5,578,61,572,541,0.58,482,292,190,4247,3115,19,14,482,292,3115,1516,19,6,4,399,0.42,31,1690,9,2,1,1,7,0,1,7,0,2,14,0,0.125,"	2-14-0",8.09
NYJ,2021,1036,9144,35,23,21,296,210,23,63,13,7,713,103,680,660,0.64,582,357,225,4350,3959,20,20,582,357,3919,1957,20,12,6,376,0.36,20,1676,14,1,1,3,6,0,1,7,0,4,13,0,0.235,"	4-13-0",8.83
NYJ,2022,1063,9466,30,28,30,298,180,28,90,22,9,723,89,688,669,0.63,613,357,256,5173,4040,15,14,613,357,4047,1843,15,18,8,394,0.37,19,1696,13,4,1,3,5,0,4,5,0,7,10,0,0.412,"	7-10-0",8.9
NYJ,2023,1049,7950,21,16,36,250,126,16,108,26,14,664,96,695,664,0.63,583,356,227,4000,3373,13,15,583,356,3373,1782,13,14,8,385,0.37,31,1652,7,12,6,4,5,0,3,5,0,7,10,0,0.412,"	7-10-0",7.58
PHI,2012,1072,9732,36,25,27,322,216,25,81,33,18,609,79,711,665,0.62,599,367,232,5281,4075,23,15,599,367,4060,1829,23,14,7,407,0.38,46,1881,12,19,11,2,6,0,2,6,0,4,12,0,0.25,"	4-12-0",9.08
PHI,2013,1040,11110,55,45,23,444,330,45,69,18,9,886,700,593,559,0.54,499,310,189,4996,4406,33,9,499,310,4408,2040,33,12,6,481,0.46,34,2576,20,6,3,4,4,0,6,2,0,10,6,0,0.625,"	10-6-0",10.68
PHI,2014,1109,10941,49,54,32,444,294,54,96,21,14,952,661,672,652,0.59,599,384,215,5585,4581,29,21,599,384,4581,2105,29,11,8,457,0.41,20,2004,17,10,6,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",9.87
PHI,2015,1089,10179,42,42,21,357,252,42,63,25,13,1021,793,671,659,0.61,604,405,199,4245,4341,25,18,604,405,4337,2251,25,14,5,430,0.39,12,1755,16,11,8,3,5,0,4,4,0,7,9,0,0.438,"	7-9-0",9.35
PHI,2016,1073,9218,35,30,35,345,210,30,105,23,6,716,107,662,643,0.6,593,380,213,4552,3798,16,14,593,380,3798,1768,16,14,2,430,0.4,19,1827,16,9,4,6,2,0,1,7,0,7,9,0,0.438,"	7-9-0",8.59
PHI,2017,1061,9847,51,40,29,433,306,40,87,20,9,749,85,634,603,0.57,555,341,214,5280,3967,40,9,555,341,3967,1550,40,9,4,458,0.43,31,2133,10,11,5,7,1,0,6,2,0,13,3,0,0.813,"	13-3-0",9.28
PHI,2018,1028,10393,42,33,26,363,252,33,78,24,11,807,80,655,637,0.62,584,422,162,4458,4524,30,11,584,422,4527,2151,30,18,9,391,0.38,18,1581,12,6,2,5,3,0,4,4,0,9,7,0,0.563,"	9-7-0",10.11
PHI,2019,1098,9850,43,35,22,359,258,35,66,26,12,790,140,679,651,0.59,604,391,213,4917,4063,27,8,604,391,4063,1820,27,17,8,447,0.41,28,1950,16,9,4,5,3,0,4,4,0,9,7,0,0.563,"	9-7-0",8.97
PHI,2020,1075,9102,40,24,14,306,240,24,42,27,9,864,155,717,668,0.62,576,334,242,5318,3728,23,20,576,334,3728,1504,23,12,3,407,0.38,50,2033,17,15,6,3,5,1,1,7,0,4,12,1,0.235,"	4-12-1",8.47
PHI,2021,1067,9726,46,44,30,410,276,44,90,19,6,893,171,581,527,0.49,482,307,175,4230,3585,21,10,482,307,3585,1729,21,11,2,540,0.51,54,2727,25,8,4,3,5,0,6,3,0,9,8,0,0.529,"	9-8-0",9.12
PHI,2022,1105,11019,60,53,22,479,360,53,66,20,10,996,219,625,580,0.52,526,350,176,4442,4364,28,9,526,350,4378,2053,28,12,8,525,0.48,45,2532,32,8,2,7,2,0,7,1,0,14,3,0,0.824,"	14-3-0",9.97
PHI,2023,1104,10103,48,45,30,423,288,45,90,19,11,1033,187,653,603,0.55,547,369,178,4844,4067,26,16,547,369,4067,1786,26,10,6,501,0.45,50,2200,22,9,5,6,2,0,5,4,0,11,6,0,0.647,"	11-6-0",9.15
PIT,2012,1011,9347,40,34,28,358,240,34,84,29,15,435,55,620,607,0.6,554,354,200,4949,4012,30,14,554,354,4010,1846,30,20,9,404,0.4,13,1548,9,9,6,5,3,0,3,5,0,8,8,0,0.5,"	8-8-0",9.25
PIT,2013,1009,9666,39,39,30,363,234,39,90,15,10,571,238,638,624,0.62,566,377,189,4958,4306,30,14,566,377,4252,2005,30,9,7,385,0.38,14,1395,9,6,3,5,3,0,3,5,0,8,8,0,0.5,"	8-8-0",9.58
